"","tprs","mds+tp","mds+cr","mds+tp 3D","mds+tp+adj","soap"
"1",0.170513823869168,0.164040427104044,0.175142580578651,0.138692328962857,0.20862829173387,0.118783682246263
"2",0.172165097552444,0.195464435119573,0.155459878905563,0.160246215101947,0.244236121699212,0.120125286284062
"3",0.161524857892917,0.143708377710491,0.107234905746060,0.099850499579202,0.212793629465111,0.0840808491240305
"4",0.175044401863313,0.171546711144465,0.164125106350749,0.135252120922880,0.201352620121277,0.171904170340772
"5",0.243786630954645,0.176419982432480,0.166642222651559,0.136139272678064,0.225619357256688,0.161789378542264
"6",0.196296119293145,0.155715419537824,0.149007936540376,0.125774922843119,0.207755743480409,0.132966331377847
"7",0.209191140334492,0.202917844113317,0.156319349451076,0.165981599800332,0.253629286305996,0.143914038961768
"8",0.316140257400986,0.196453475393018,0.171810034903571,0.151468476176484,0.285586026187169,0.169176509027544
"9",0.248256464644097,0.200401874679592,0.199596748338164,0.174192941807793,0.237350567856755,0.129365967183049
"10",0.212366208819645,0.196901655335912,0.169829570810151,0.152868268108085,0.215010703744952,0.145769448926347
"11",0.205375932442334,0.181341534035732,0.157688933735452,0.152794271704396,0.241524525608629,0.130288010524445
"12",0.155714730523114,0.161606421645426,0.141718684650496,0.125483007585603,0.206142438920648,0.113035884106137
"13",0.221325335733497,0.220677709749314,0.184594886367379,0.176533969608598,0.25333167444618,0.143590633449833
"14",0.179506749143921,0.148318225817387,0.162349720197462,0.138082442814128,0.181407180752284,0.124624678763763
"15",0.161568693931351,0.184820322983295,0.160683304218656,0.149940612230494,0.199470996551872,0.115240468519353
"16",0.177683506182428,0.163890727685872,0.159730301916809,0.125673979924836,0.196888239189214,0.115969467000535
"17",0.195436838790550,0.185089335641505,0.156587182583045,0.149128756463536,0.214305817957686,0.123368241950133
"18",0.207550811666133,0.152793927899630,0.157091257192945,0.160637989326780,0.177244673027075,0.159277863078096
"19",0.211760716411236,0.170605404512256,0.180585043080442,0.132177584413483,0.178818920979783,0.113272394879373
"20",0.153648035319417,0.168931943042327,0.159439004899469,0.149851571101312,0.217240142201270,0.115470233820361
"21",0.155584409758302,0.172831307705526,0.125611998099849,0.126594700320604,0.259163175707445,0.09997333017495
"22",0.192695434638613,0.191148266221052,0.174659863507275,0.167523477499583,0.242464705134320,0.119785929329024
"23",0.214152866919898,0.157682688682000,0.133557950237086,0.127558841778634,0.197737175471831,0.114917638786150
"24",0.136648600955137,0.137480010228499,0.128288060985549,0.128772119446313,0.189899734375778,0.129132709543366
"25",0.255975769216253,0.201761916045768,0.209791773749868,0.201492278462208,0.236133174922084,0.182485667925787
"26",0.178141693987421,0.179247025382947,0.131264607680866,0.126410168279691,0.204395831527657,0.101499330725340
"27",0.15160824077595,0.143037054971450,0.133107007816095,0.119633977199660,0.171920114552733,0.0900686415728635
"28",0.173325500643330,0.153071903801329,0.139785727661177,0.136226353352518,0.172007575435789,0.101697040452750
"29",0.189314334168116,0.152562686581481,0.168544855334274,0.130055740930630,0.193374594082085,0.09893057331963
"30",0.18641723305134,0.156237002878550,0.114434544302782,0.133191904899590,0.230651789622795,0.116730199513676
"31",0.131124375292276,0.132021349082489,0.121589039068447,0.114471412392585,0.164039987342730,0.0789953331490749
"32",0.20058057949587,0.191149560255643,0.179137749611578,0.192848519114147,0.223225417311479,0.139909538357648
"33",0.220522507680351,0.185999582925303,0.161322721252858,0.153479160550523,0.214369427890165,0.153206072734327
"34",0.168372894797848,0.156065205043940,0.117099493863089,0.129969589428913,0.180453858725868,0.102928338947010
"35",0.222631218346536,0.201129585989443,0.184927452903547,0.159205644191003,0.202507551389162,0.13325985038285
"36",0.156289247639639,0.157925372304921,0.130724283783292,0.124359451206063,0.201301464919145,0.0940518765448817
"37",0.197467972014134,0.185259620020381,0.155211679024368,0.143681427444021,0.210548015914248,0.140438671994409
"38",0.220653143418569,0.203557520985071,0.196728213885004,0.216867927405573,0.241757568678405,0.16535200119754
"39",0.165463990756791,0.171728947523795,0.162511732774331,0.143006185996111,0.224339100322365,0.132985410744653
"40",0.249752636737896,0.189313598420479,0.193330313070810,0.161390930337818,0.228904920960366,0.132794579137762
"41",0.173755894537050,0.171457881829983,0.139644114470371,0.133738508109687,0.232215654753019,0.116689822608073
"42",0.214062529736028,0.159710385697329,0.168347432121713,0.137245879273462,0.209846976884384,0.132165863559255
"43",0.191950805178243,0.192887066875357,0.648048028868028,0.186908404908411,0.213176475749388,0.123085140192464
"44",0.193921630215378,0.190272995489288,0.180267730450910,0.164297554256176,0.230549121510839,0.132049252471864
"45",0.213776001766281,0.197465862838447,0.154480794970785,0.174788172506191,0.218191568625197,0.135263224615761
"46",0.209553547034428,0.184453854935384,0.174443310189825,0.158680931832453,0.237084917544769,0.158405756329054
"47",0.172347021235870,0.165728753592061,0.134393986349011,0.130221644179636,0.214831892164871,0.114330666981554
"48",0.212543485612139,0.202228749517667,0.197683425118438,0.188788481564203,0.257938091331344,0.166551166216825
"49",0.127375613577786,0.158863709368890,0.116448369627197,0.105003986217365,0.197468875790435,0.102146699374531
"50",0.200742196771957,0.178280789440741,0.121281694264794,0.122521645595675,0.208373131553547,0.107619831413820
"51",0.199235996962927,0.146813609243227,0.158944983837339,0.142225950855961,0.186283029939328,0.111992002012572
"52",0.164816850562943,0.160420654155237,0.126463878602328,0.107377497994199,0.168914276183787,0.105485229249835
"53",0.245818394866799,0.156877359293018,0.166643187653891,0.183936749261115,0.186312557165702,0.125489426291939
"54",0.180680180190745,0.190308505203502,0.171203752642182,0.161461567987216,0.198949575564459,0.123007612379617
"55",0.186667433117424,0.171922339171520,0.146420880113894,0.149576560478219,0.227031196804712,0.153405060856205
"56",0.208441315070954,0.219080385796627,0.21849157068042,0.182491596709792,0.281715786159979,0.172635300260839
"57",0.175235947360282,0.131365205696717,0.114906241582733,0.102764503505206,0.189579256936831,0.106030149350390
"58",0.146371692642689,0.136835434823979,0.102651834117348,0.102861922345832,0.166222006526459,0.118717768063457
"59",0.189564894793721,0.188651089451542,0.152909528075732,0.149716161365769,0.23533819664425,0.123234072949742
"60",0.207414141545534,0.164420099233401,0.149781315054277,0.117240873746750,0.194687420794328,0.128321150895608
"61",0.226410545252759,0.213112285542339,0.159295009525718,0.152174545522892,0.228968530157368,0.118079663060917
"62",0.30313315209673,0.199250229022849,0.203367556682866,0.194486411768577,0.231167267836530,0.15633181067297
"63",0.232252982505684,0.194995019414234,0.140015393802632,0.142394754958551,0.208273825201939,0.123308484185401
"64",0.211769056017176,0.167719144707056,0.135727238457756,0.121097483586002,0.202775967017963,0.105878509630850
"65",0.187515341203920,0.153193553384845,0.109508410074119,0.109141234563884,0.199037854257919,0.113939757909713
"66",0.141486715934353,0.163355944423904,0.136366884427164,0.136596797759741,0.198671650241014,0.123306686642592
"67",0.205019833780753,0.187863938072395,0.163140690426996,0.163789029349556,0.247710622937193,0.141664733271231
"68",0.197006300679198,0.210075767923721,0.169515369713797,0.15094232896914,0.238674847267132,0.138313795216409
