"","tprs","mdstp","mdscr","mdstp3d","mdstpadj","soap"
"1",11.1871752300113,11.2631270819886,11.3084471853973,11.2804385011735,10.1333837716621,11.1925733868134
"2",9.85324930583595,9.5943553558315,9.9510920754085,9.79641028447018,11.8790438015084,10.1643470608333
"3",10.8412495993899,10.5958038479492,10.9167192195607,10.897299778714,12.6628107590231,10.7360063690372
"4",10.6608782695654,11.057081986505,11.1129882918348,10.9784374241356,10.0894899956802,10.7997061774829
"5",9.7880450295183,9.99833459313468,9.92377324843066,9.8442770715179,10.4331849022307,9.86923408831451
"6",10.4458306058905,10.5293350013128,10.6206071223979,10.4759582071882,11.1673756369424,10.3877048480274
"7",10.2841699115834,10.3210270467148,10.3734830052125,10.3675737539342,10.2468047167275,10.4263552346514
"8",8.71198513243509,9.12221655692048,9.14941969765968,8.94646505260128,10.9032117517101,8.82133356901394
"9",10.8299943638608,10.7082252550491,10.8216636930738,10.7501093946696,10.7729285744805,10.910785603362
"10",11.3118290344556,11.5215006247571,11.5017557573191,11.49395863332,10.2203742779402,11.3404984021028
"11",9.6670666989461,9.84089338367473,9.79788222020004,10.5193968263498,11.961917485329,9.71638507315165
"12",10.6240951517511,10.6078443792056,10.5593341349233,11.5275464606666,10.2777586191622,10.6667369964402
"13",9.13400316078555,9.0987064926633,9.27285868065229,9.22816803563889,9.33365636475001,9.3286063804297
"14",9.48230170104893,9.59443190328142,9.51665200564914,9.66889928051376,10.0440116694933,9.59813531328873
"15",9.49009423950682,9.26563782455927,9.36042554308827,9.33832795131518,11.0102595148023,9.35671036548989
"16",10.6696509907501,10.9779430732329,10.8608142889273,10.9529434870709,11.3760904865732,10.7664678780061
"17",10.1575936510684,10.3439893763404,10.3229920852612,10.2243881961519,9.36643165627935,10.1400049447936
"18",10.8979098880335,11.1826150383084,11.151047587593,11.0929834876129,9.77312621155721,11.0532588316035
"19",10.2541752896367,10.6711654737372,10.6221599453176,11.001606458168,11.4255743264088,10.4820225541701
"20",8.31345765977504,8.58344906774399,8.70423294468334,8.58261309579646,10.2035395496134,8.41965081612943
"21",8.71801331760512,8.90239132993191,8.89325531483859,9.0220338536879,9.24446678382892,8.81185294956742
"22",10.131564134644,10.3111468428096,10.3015420800807,10.1703410850977,11.1448015545188,10.046745377423
"23",9.86853043283198,10.009532063773,10.1342560253878,9.93836537259162,9.55015264613846,9.93180439434233
"24",11.0162346990802,10.9417791664676,12.3114137457677,11.3745244722656,10.9321952511276,11.0920804744892
"25",10.5675175528562,10.8890415955829,11.0664763265179,10.8180176036291,12.696919919892,10.8697392229918
"26",9.6214637350669,9.60568215503024,9.51176398911116,9.58247875984752,10.5903818334672,9.57282069388485
"27",10.2113047876592,10.3627711637472,10.2520370716699,10.6129931057855,12.0311230663055,10.4418343909813
"28",13.5613229441818,13.4720840719149,13.6188742424094,13.8585124250179,10.354244822916,13.6188133155545
"29",9.85646336346947,9.95439009518356,9.9209405192418,9.89853948008435,9.23404651121544,9.87456064570838
"30",11.394295788883,11.6519360899168,11.7920231818122,11.8785201658097,10.4859724955118,11.5661458998179
"31",9.25831736246682,9.7495289067288,9.64150182857983,9.49071019983691,11.3760078017444,9.32004285857387
"32",9.7010416476678,9.80371738951592,11.9050043732555,9.62591583218147,10.4375386533538,9.9223877855162
"33",10.5030969619935,10.335946931948,10.6767323931363,10.4510270701569,10.4619260400943,10.5718561785522
"34",10.6896648795049,10.8550439743045,10.9577293793396,11.3989257544745,12.0840669472402,10.9109960468575
"35",9.5649948012268,9.8674280275834,10.0255046998182,10.0692412668559,10.303639909932,9.75097336612795
"36",10.8449005936474,10.6879536327941,11.0140449949565,10.7921910309249,11.5899414364838,10.7496609331514
"37",10.1349679947462,10.6027519328148,10.8882633884777,10.4813323758722,10.7000906255924,10.2706939089718
"38",8.81211516832666,8.72691009320148,8.79608356302555,9.4861727412981,10.5419481157692,8.68969806527383
"39",10.6347905151694,10.9903499013939,11.3752022344857,11.025768815667,9.92375598383305,10.784844474488
